il,ilce,AKP,CHP,MHP,HDP,OTHERS,AKPV,CHPV,MHPV,HDPV,OTHERSV,kod
Bursa,Yenişehir,0.3848,0.2869,0.231,0.0502,0.04760000000000001,13554.0,10105.0,8135.0,1767.0,1670.0,16
Bursa,Yıldırım,0.484,0.2139,0.1643,0.091,0.047200000000000006,185990.0,82187.0,63153.0,34979.0,18151.0,16
Çanakkale,Ayvacık,0.34369999999999995,0.3966,0.20010000000000008,0.0215,0.03820000000000001,7689.0,8872.0,4477.0,480.0,854.0,17
Çanakkale,Bayramiç,0.3348,0.4354,0.1754,0.0101,0.0441,7240.0,9416.0,3793.0,218.0,957.0,17
Çanakkale,Biga,0.4423,0.3109,0.1904,0.0165,0.0402,25761.0,18106.0,11088.0,962.0,2329.0,17
Çanakkale,Bozcaada,0.2223,0.5166,0.1568,0.0709,0.033100000000000004,414.0,962.0,292.0,132.0,62.0,17
Çanakkale,Çan,0.3752,0.354,0.2274,0.006500000000000001,0.0369,13118.0,12375.0,7948.0,226.0,1292.0,17
Çanakkale,Çanakkale,0.3421,0.3954,0.2002,0.0268,0.0357,116366.0,134508.0,68089.0,9106.0,12098.0,17
Çanakkale,Eceabat,0.19899999999999998,0.6007,0.1421,0.0255,0.032700000000000014,1301.0,3928.0,929.0,167.0,214.0,17
Çanakkale,Ezine,0.3161,0.43799999999999994,0.1856,0.0183,0.042,6883.0,9538.0,4042.0,398.0,914.0,17
Çanakkale,Gelibolu,0.27140000000000003,0.5025999999999999,0.1697,0.0255,0.0308,7495.0,13881.0,4687.0,703.0,853.0,17
Çanakkale,Gökçeada,0.32159999999999994,0.2875,0.2116,0.1371,0.0423,1508.0,1348.0,992.0,643.0,198.0,17
Çanakkale,Lapseki,0.4376,0.2942,0.2177,0.015700000000000002,0.0347,8022.0,5394.0,3990.0,288.0,638.0,17
Çanakkale,Yenice,0.5129,0.2474,0.1923,0.0059,0.0414,12544.0,6051.0,4703.0,144.0,1014.0,17
Çankırı,Atkaracalar,0.6536,0.039900000000000005,0.2476,0.0066,0.0522,1687.0,103.0,639.0,17.0,135.0,18
Çankırı,Bayramören,0.6934999999999999,0.0634,0.17579999999999998,0.0034,0.064,1215.0,111.0,308.0,6.0,112.0,18
Çankırı,Çankırı,0.5941,0.0666,0.28600000000000003,0.0084,0.0447,64316.0,7213.0,30962.0,914.0,4844.0,18
Çankırı,Çerkeş,0.504,0.1132,0.3123,0.0079,0.06239999999999999,4649.0,1044.0,2881.0,73.0,577.0,18
Çankırı,Eldivan,0.6037,0.10400000000000001,0.2409,0.0021,0.04970000000000002,2351.0,405.0,938.0,8.0,192.0,18
Çankırı,Ilgaz,0.6204,0.0644,0.2508,0.0033,0.0612,5717.0,593.0,2311.0,30.0,564.0,18
Çankırı,Kızılırmak,0.6470999999999999,0.051100000000000007,0.26170000000000004,0.008,0.032,3163.0,250.0,1279.0,39.0,157.0,18
Çankırı,Korgun,0.6711,0.0435,0.2297,0.0007000000000000001,0.0549,1820.0,118.0,623.0,2.0,149.0,18
Çankırı,Kurşunlu,0.601,0.1055,0.2487,0.0078,0.0371,3076.0,540.0,1273.0,40.0,189.0,18
Çankırı,Orta,0.7598999999999999,0.0242,0.1574,0.0014000000000000002,0.05710000000000001,5300.0,169.0,1098.0,10.0,398.0,18
Çankırı,Şabanözü,0.519,0.1435,0.2932,0.0074,0.036800000000000006,3349.0,926.0,1892.0,48.0,238.0,18
Çankırı,Yapraklı,0.7931,0.0175,0.1445,0.0019,0.04290000000000002,4209.0,93.0,767.0,10.0,228.0,18
Çorum,Alaca,0.58,0.1929,0.1812,0.0161,0.03,12261.0,4077.0,3830.0,340.0,631.0,19
Çorum,Bayat,0.7075,0.0895,0.1539,0.0042,0.0451,7962.0,1007.0,1732.0,47.0,506.0,19
Çorum,Boğazkale,0.6799,0.0801,0.1858,0.0075,0.0468,1731.0,204.0,473.0,19.0,119.0,19
Çorum,Çorum,0.5438000000000001,0.22399999999999998,0.1783,0.018500000000000003,0.03549999999999999,180281.0,74268.0,59108.0,6134.0,11755.0,19
Çorum,Dodurga,0.4451,0.2428,0.2499,0.0049,0.0569,1982.0,1081.0,1113.0,22.0,255.0,19
Çorum,İskilip,0.6286999999999999,0.0895,0.2242,0.0044,0.05319999999999999,13909.0,1980.0,4961.0,98.0,1177.0,19
Çorum,Kargı,0.6034,0.17329999999999998,0.1642,0.0037,0.05539999999999999,6673.0,1916.0,1816.0,41.0,613.0,19
Çorum,Laçin,0.5343,0.2109,0.1961,0.0106,0.04790000000000001,1768.0,698.0,649.0,35.0,159.0,19
Çorum,Mecitözü,0.4901,0.35960000000000003,0.0997,0.0218,0.0289,5533.0,4060.0,1126.0,246.0,324.0,19
Çorum,Oğuzlar,0.6075,0.2241,0.1239,0.0022,0.0422,2500.0,922.0,510.0,9.0,174.0,19
Çorum,Ortaköy,0.4367,0.2775,0.2206,0.0296,0.03549999999999999,2124.0,1350.0,1073.0,144.0,173.0,19
Çorum,Osmancık,0.5708,0.1741,0.2066,0.0052,0.04320000000000001,16162.0,4928.0,5850.0,146.0,1227.0,19
Çorum,Sungurlu,0.5637,0.1319,0.2667,0.0086,0.029,18066.0,4226.0,8547.0,276.0,934.0,19
Çorum,Uğurludağ,0.6819,0.121,0.153,0.0021,0.042000000000000016,2648.0,470.0,594.0,8.0,163.0,19
Denizli,Acıpayam,0.4905,0.2829,0.17670000000000002,0.0102,0.04,18085.0,10431.0,6515.0,377.0,1476.0,20
Denizli,Babadağ,0.4879,0.3024,0.1721,0.0086,0.029199999999999993,2149.0,1332.0,758.0,38.0,129.0,20
Denizli,Baklan,0.4388,0.3196,0.1939,0.0094,0.03870000000000001,1727.0,1258.0,763.0,37.0,152.0,20
Denizli,Bekilli,0.3219,0.5161,0.1115,0.0094,0.04139999999999998,1683.0,2698.0,583.0,49.0,216.0,20
Denizli,Beyağaç,0.4815,0.3224,0.1537,0.0054,0.03789999999999999,2237.0,1498.0,714.0,25.0,176.0,20
Denizli,Bozkurt,0.3513,0.4594,0.14429999999999998,0.0115,0.0337,2680.0,3504.0,1101.0,88.0,259.0,20
Denizli,Buldan,0.3692,0.3778,0.2077,0.0118,0.0338,6790.0,6949.0,3820.0,217.0,620.0,20
Denizli,Çal,0.3416,0.4191,0.1882,0.0079,0.04340000000000002,4898.0,6008.0,2698.0,113.0,622.0,20
Denizli,Çameli,0.6470999999999999,0.1953,0.1051,0.004699999999999999,0.0481,8044.0,2428.0,1306.0,59.0,598.0,20
Denizli,Çardak,0.35710000000000003,0.4433,0.16010000000000002,0.0066,0.032900000000000006,2096.0,2602.0,940.0,39.0,193.0,20
Denizli,Çivril,0.3799,0.3834,0.1891,0.0131,0.035,14753.0,14889.0,7344.0,507.0,1353.0,20
Denizli,Güney,0.4032,0.4474,0.1109,0.0071,0.0318,3016.0,3347.0,830.0,53.0,238.0,20
Denizli,Honaz,0.3582,0.3847,0.1887,0.0376,0.0308,6594.0,7082.0,3473.0,692.0,567.0,20
Denizli,Kale,0.588,0.1865,0.1764,0.0132,0.03619999999999999,7695.0,2440.0,2308.0,173.0,476.0,20
Denizli,Merkezefendi,0.36,0.35450000000000004,0.1898,0.0667,0.029400000000000006,62834.0,61885.0,33125.0,11642.0,5123.0,20
Denizli,Pamukkale,0.3852,0.3542,0.1928,0.0393,0.028800000000000013,77011.0,70810.0,38555.0,7856.0,5747.0,20
Denizli,Sarayköy,0.3073,0.4456,0.15109999999999998,0.0746,0.021300000000000003,6175.0,8953.0,3036.0,1499.0,433.0,20
Denizli,Serinhisar,0.4471,0.3154,0.1959,0.0078,0.034000000000000016,4378.0,3088.0,1918.0,76.0,335.0,20
Denizli,Tavas,0.4866,0.2994,0.1679,0.0099,0.036400000000000016,15153.0,9324.0,5229.0,309.0,1131.0,20
Diyarbakır,Bağlar,0.1204,0.0091,0.0103,0.8140999999999999,0.07950000000000003,22228.0,1681.0,1907.0,150246.0,14684.0,21
Diyarbakır,Bismil,0.08560000000000001,0.0036,0.005699999999999999,0.8743000000000001,0.0515,4827.0,201.0,322.0,49285.0,2908.0,21
Diyarbakır,Çermik,0.3818,0.0159,0.0088,0.498,0.1531,7670.0,320.0,177.0,10004.0,3076.0,21
Diyarbakır,Çınar,0.0999,0.0022,0.0046,0.7889,0.19530000000000008,2988.0,67.0,139.0,23598.0,5839.0,21
Diyarbakır,Çüngüş,0.4026,0.0437,0.0352,0.4146,0.14100000000000004,2277.0,247.0,199.0,2345.0,798.0,21
Diyarbakır,Dicle,0.2379,0.0051,0.0088,0.7045,0.06280000000000001,4154.0,89.0,153.0,12300.0,1093.0,21
Diyarbakır,Eğil,0.2107,0.0053,0.0176,0.7243,0.06220000000000001,2190.0,55.0,183.0,7528.0,645.0,21
Diyarbakır,Ergani,0.17059999999999995,0.0195,0.0073,0.7341,0.1148,10176.0,1162.0,436.0,43785.0,6857.0,21
Diyarbakır,Hani,0.2127,0.0053,0.0109,0.6908,0.14529999999999996,2896.0,72.0,149.0,9405.0,1979.0,21
Diyarbakır,Hazro,0.0475,0.006999999999999999,0.0191,0.8972,0.0464,378.0,56.0,152.0,7140.0,369.0,21
Diyarbakır,Kayapınar,0.1517,0.0079,0.0107,0.7809,0.08249999999999999,22976.0,1200.0,1622.0,118279.0,12505.0,21
Diyarbakır,Kocaköy,0.0318,0.0027,0.0046,0.9559,0.006299999999999999,290.0,25.0,42.0,8707.0,58.0,21
Diyarbakır,Kulp,0.1943,0.0066,0.0139,0.762,0.0294,3353.0,114.0,239.0,13148.0,507.0,21
Diyarbakır,Lice,0.0238,0.004,0.0062,0.9602,0.008099999999999998,354.0,59.0,93.0,14304.0,119.0,21
Diyarbakır,Silvan,0.057,0.0034,0.008,0.889,0.07660000000000003,2414.0,146.0,339.0,37663.0,3252.0,21
Diyarbakır,Sur,0.1203,0.0046,0.0051,0.8156,0.09579999999999997,7304.0,279.0,311.0,49503.0,5821.0,21
Diyarbakır,Yenişehir,0.1562,0.0178,0.0195,0.7645000000000001,0.0693,16277.0,1853.0,2028.0,79675.0,7239.0,21
Düzce,Akçakoca,0.5089,0.1997,0.19899999999999998,0.0273,0.0656,12560.0,4928.0,4910.0,673.0,1623.0,81
Düzce,Cumayeri,0.6662,0.0962,0.1582,0.0229,0.05779999999999999,5653.0,816.0,1342.0,194.0,489.0,81
Düzce,Çilimli,0.6999,0.0907,0.1378,0.009000000000000001,0.0649,8005.0,1037.0,1576.0,103.0,742.0,81
Düzce,Düzce,0.5938,0.1606,0.1577,0.0203,0.0737,130782.0,35373.0,34729.0,4463.0,16264.0,81
Düzce,Gölyaka,0.6157,0.2125,0.1094,0.0052,0.059900000000000016,8156.0,2815.0,1449.0,69.0,794.0,81
Düzce,Gümüşova,0.597,0.1424,0.1994,0.0129,0.0493,5781.0,1379.0,1931.0,125.0,478.0,81
Düzce,Kaynaşlı,0.6495000000000001,0.1241,0.1191,0.0039,0.15480000000000002,8355.0,1597.0,1532.0,50.0,1989.0,81
Düzce,Yığılca,0.7228,0.1313,0.08460000000000001,0.004699999999999999,0.05779999999999999,7240.0,1315.0,847.0,47.0,578.0,81
Edirne,Edirne,0.2419,0.5376,0.1577,0.0265,0.03609999999999999,63381.0,140848.0,41316.0,6955.0,9470.0,22
Edirne,Enez,0.2016,0.5855,0.1115,0.0687,0.03289999999999998,1608.0,4670.0,889.0,548.0,261.0,22
Edirne,Havsa,0.2247,0.5435,0.16390000000000002,0.0189,0.04920000000000002,3233.0,7820.0,2358.0,272.0,706.0,22
Edirne,İpsala,0.2754,0.4897,0.1905,0.0084,0.036000000000000004,5362.0,9533.0,3709.0,163.0,701.0,22
Edirne,Keşan,0.2728,0.53,0.142,0.0212,0.034,14161.0,27515.0,7370.0,1101.0,1765.0,22
Edirne,Lalapaşa,0.3322,0.4246,0.1784,0.0099,0.0549,1615.0,2064.0,867.0,48.0,267.0,22
Edirne,Meriç,0.2594,0.5366,0.1465,0.006999999999999999,0.050599999999999985,2667.0,5516.0,1506.0,72.0,519.0,22
Edirne,Süloğlu,0.3024,0.47600000000000003,0.16940000000000002,0.0095,0.0427,1407.0,2215.0,788.0,44.0,199.0,22
Edirne,Uzunköprü,0.21600000000000005,0.5872999999999999,0.149,0.0114,0.0363,9265.0,25195.0,6390.0,490.0,1560.0,22
Elazığ,Ağın,0.478,0.2121,0.2316,0.0201,0.05810000000000001,879.0,390.0,426.0,37.0,107.0,23
Elazığ,Alacakaya,0.5846,0.0313,0.0932,0.22899999999999998,0.06170000000000001,2239.0,120.0,357.0,877.0,237.0,23
Elazığ,Arıcak,0.5554,0.0227,0.0313,0.3629,0.027500000000000004,3846.0,157.0,217.0,2513.0,192.0,23
Elazığ,Baskil,0.7162999999999999,0.0404,0.1826,0.0315,0.0291,6258.0,353.0,1595.0,275.0,255.0,23
Elazığ,Elazığ,0.5292,0.0666,0.2085,0.1525,0.0433,169043.0,21259.0,66600.0,48704.0,13809.0,23
Elazığ,Karakoçan,0.3923,0.0237,0.0223,0.5025999999999999,0.05900000000000001,5985.0,361.0,341.0,7669.0,902.0,23
Elazığ,Keban,0.6235,0.1004,0.1673,0.06509999999999999,0.04379999999999999,2683.0,432.0,720.0,280.0,188.0,23
Elazığ,Kovancılar,0.645,0.0208,0.0509,0.2374,0.0459,12643.0,408.0,997.0,4653.0,900.0,23
Elazığ,Maden,0.4421,0.08789999999999999,0.2942,0.1307,0.04510000000000002,3049.0,606.0,2029.0,901.0,311.0,23
Elazığ,Palu,0.6987000000000001,0.066,0.0475,0.1221,0.0657,7009.0,662.0,477.0,1225.0,659.0,23
Elazığ,Sivrice,0.5991,0.06559999999999999,0.2218,0.0739,0.03959999999999999,3131.0,343.0,1159.0,386.0,207.0,23
Erzincan,Çayırlı,0.4768,0.3175,0.1055,0.0709,0.0291,2757.0,1836.0,610.0,410.0,169.0,24
Erzincan,Erzincan,0.4920000000000001,0.2552,0.16690000000000002,0.0551,0.030699999999999988,63916.0,33153.0,21687.0,7161.0,3987.0,24
Erzincan,İliç,0.6317,0.2259,0.0839,0.0235,0.03499999999999999,2905.0,1039.0,386.0,108.0,161.0,24
Erzincan,Kemah,0.5241,0.2904,0.0888,0.0576,0.03879999999999999,2537.0,1406.0,430.0,279.0,189.0,24
Erzincan,Kemaliye,0.6108,0.15289999999999998,0.1697,0.0121,0.05460000000000002,1918.0,480.0,533.0,38.0,171.0,24
Erzincan,Otlukbeli,0.5227,0.1404,0.2829,0.0137,0.04019999999999999,726.0,195.0,393.0,19.0,56.0,24
Erzincan,Refahiye,0.5579,0.2408,0.1518,0.0198,0.0298,3921.0,1692.0,1067.0,139.0,209.0,24
Erzincan,Tercan,0.4491,0.3004,0.1696,0.062,0.01860000000000001,4250.0,2843.0,1605.0,587.0,178.0,24
Erzincan,Üzümlü,0.4585,0.2805,0.2005,0.033,0.027400000000000008,3233.0,1978.0,1414.0,233.0,194.0,24
Erzurum,Aşkale,0.6167,0.0517,0.2659,0.0209,0.045,8161.0,684.0,3519.0,277.0,596.0,25
Erzurum,Aziziye,0.6413,0.016200000000000003,0.2791,0.0249,0.039499999999999987,18989.0,481.0,8264.0,736.0,1170.0,25
Erzurum,Çat,0.4987,0.0526,0.1032,0.3138,0.0319,4445.0,469.0,920.0,2797.0,285.0,25
Erzurum,Hınıs,0.2166,0.057,0.0332,0.6614,0.032100000000000004,2727.0,718.0,418.0,8326.0,403.0,25
Erzurum,Horasan,0.6157,0.012,0.1584,0.1751,0.0393,11432.0,222.0,2941.0,3251.0,729.0,25
Erzurum,İspir,0.7415999999999999,0.0398,0.16920000000000002,0.0043,0.0458,7756.0,416.0,1770.0,45.0,477.0,25
Erzurum,Karaçoban,0.0699,0.0038,0.0226,0.8862000000000001,0.017699999999999997,713.0,39.0,231.0,9038.0,178.0,25
Erzurum,Karayazı,0.0184,0.0034,0.0095,0.9631,0.0058000000000000005,258.0,47.0,133.0,13502.0,80.0,25
Erzurum,Köprüköy,0.3881,0.0064,0.1422,0.4288,0.03450000000000001,2994.0,49.0,1097.0,3308.0,268.0,25
Erzurum,Narman,0.6093999999999999,0.05,0.2735,0.0076,0.06000000000000001,4831.0,396.0,2168.0,60.0,474.0,25
Erzurum,Oltu,0.7041,0.0334,0.17579999999999998,0.0306,0.0567,12730.0,603.0,3178.0,553.0,1024.0,25
Erzurum,Olur,0.5986,0.0424,0.2799,0.0077,0.07150000000000001,2652.0,188.0,1240.0,34.0,317.0,25
Erzurum,Palandöken,0.5073,0.023,0.3245,0.1064,0.04020000000000002,47072.0,2134.0,30114.0,9870.0,3722.0,25
Erzurum,Pasinler,0.5377000000000001,0.0182,0.3129,0.08460000000000001,0.04760000000000002,8587.0,291.0,4997.0,1351.0,758.0,25
Erzurum,Pazaryolu,0.8104,0.0207,0.1124,0.001,0.0556,2393.0,61.0,332.0,3.0,164.0,25
Erzurum,Şenkaya,0.4535,0.1499,0.1426,0.2064,0.0478,4899.0,1619.0,1540.0,2230.0,515.0,25
Erzurum,Tekman,0.0555,0.0111,0.0132,0.9072,0.013099999999999995,684.0,137.0,163.0,11180.0,160.0,25
Erzurum,Tortum,0.7476,0.0202,0.1859,0.0025,0.04410000000000002,8268.0,223.0,2056.0,28.0,487.0,25
Erzurum,Uzundere,0.7054,0.0215,0.2188,0.0021,0.0529,3713.0,113.0,1152.0,11.0,278.0,25
Erzurum,Yakutiye,0.586,0.0227,0.2948,0.0532,0.04450000000000001,56571.0,2188.0,28458.0,5140.0,4300.0,25
Eskişehir,Alpu,0.5012,0.312,0.1408,0.0104,0.03720000000000002,3902.0,2429.0,1096.0,81.0,290.0,26
Eskişehir,Beylikova,0.3712,0.4047,0.1617,0.0177,0.04689999999999999,1552.0,1692.0,676.0,74.0,197.0,26
Eskişehir,Çifteler,0.3921,0.3077,0.2125,0.0396,0.048900000000000006,3772.0,2960.0,2044.0,381.0,473.0,26
Eskişehir,Günyüzü,0.5903,0.1972,0.1225,0.0103,0.08060000000000006,2410.0,805.0,500.0,42.0,330.0,26
Eskişehir,Han,0.3482,0.4262,0.17059999999999995,0.0042,0.053,500.0,612.0,245.0,6.0,76.0,26
Eskişehir,İnönü,0.4778,0.2962,0.1564,0.018000000000000002,0.0541,2410.0,1494.0,789.0,91.0,272.0,26
Eskişehir,Mahmudiye,0.3211,0.3385,0.1745,0.1206,0.0494,1627.0,1715.0,884.0,611.0,250.0,26
Eskişehir,Mihalgazi,0.5188,0.258,0.1212,0.009000000000000001,0.0933,1267.0,630.0,296.0,22.0,228.0,26
Eskişehir,Mihalıççık,0.4096,0.3381,0.1896,0.0072,0.0559,2456.0,2027.0,1137.0,43.0,334.0,26
Eskişehir,Odunpazarı,0.3423,0.415,0.1662,0.0336,0.045799999999999993,83212.0,100879.0,40399.0,8174.0,11143.0,26
Eskişehir,Sarıcakaya,0.5837,0.2037,0.1531,0.0137,0.0459,2123.0,741.0,557.0,50.0,167.0,26
Eskişehir,Seyitgazi,0.4142,0.4095,0.1197,0.011000000000000001,0.0486,4185.0,4138.0,1209.0,111.0,488.0,26
Eskişehir,Sivrihisar,0.4082,0.2723,0.2174,0.0403,0.06280000000000002,5818.0,3881.0,3099.0,574.0,894.0,26
Eskişehir,Tepebaşı,0.3525,0.3953,0.1703,0.0408,0.04289999999999999,75101.0,84223.0,36295.0,8697.0,9146.0,26
Gaziantep,Araban,0.4871,0.1716,0.0935,0.2019,0.045700000000000005,7592.0,2675.0,1457.0,3147.0,714.0,27
Gaziantep,İslahiye,0.5189,0.1174,0.1355,0.1927,0.0354,17588.0,3979.0,4592.0,6530.0,1206.0,27
Gaziantep,Karkamış,0.4433,0.2427,0.2368,0.0542,0.023,2568.0,1406.0,1372.0,314.0,133.0,27
Gaziantep,Nizip,0.5025999999999999,0.1643,0.1424,0.1477,0.0429,33631.0,10995.0,9529.0,9881.0,2882.0,27
Gaziantep,Nurdağı,0.6008,0.067,0.2066,0.0922,0.0335,11650.0,1299.0,4006.0,1788.0,649.0,27
Gaziantep,Oğuzeli,0.4866,0.16820000000000002,0.2913,0.0189,0.0351,7599.0,2626.0,4548.0,295.0,547.0,27
Gaziantep,Şahinbey,0.4581,0.17739999999999995,0.1968,0.1355,0.0324,185765.0,71930.0,79803.0,54950.0,13076.0,27
Gaziantep,Şehitkamil,0.4609,0.1542,0.1705,0.1791,0.035300000000000005,156212.0,52254.0,57769.0,60706.0,11961.0,27
Gaziantep,Yavuzeli,0.546,0.1874,0.0832,0.0997,0.08389999999999999,5846.0,2006.0,891.0,1067.0,896.0,27
Giresun,Alucra,0.7188,0.057,0.1503,0.0099,0.06420000000000002,4213.0,334.0,881.0,58.0,375.0,28
Giresun,Bulancak,0.5649000000000001,0.23600000000000002,0.13699999999999998,0.0109,0.05090000000000002,21983.0,9184.0,5333.0,425.0,1992.0,28
Giresun,Çamoluk,0.7759999999999999,0.0524,0.0901,0.0055000000000000005,0.07580000000000002,3125.0,211.0,363.0,22.0,306.0,28
Giresun,Çanakçı,0.6241,0.1419,0.1714,0.0053,0.05750000000000001,2480.0,564.0,681.0,21.0,228.0,28
Giresun,Dereli,0.6515000000000001,0.1207,0.1703,0.0044,0.053000000000000005,8368.0,1551.0,2188.0,57.0,681.0,28
Giresun,Doğankent,0.621,0.1176,0.2051,0.0074,0.0486,2504.0,474.0,827.0,30.0,197.0,28
Giresun,Espiye,0.5661,0.2252,0.15,0.0083,0.05030000000000001,10759.0,4279.0,2851.0,158.0,957.0,28
Giresun,Eynesil,0.5395,0.2471,0.1555,0.0079,0.05000000000000001,4285.0,1963.0,1235.0,63.0,397.0,28
Giresun,Giresun,0.5355,0.2202,0.1854,0.01,0.04909999999999999,139740.0,57454.0,48374.0,2599.0,12807.0,28
Giresun,Görele,0.5012,0.2508,0.1942,0.0102,0.04350000000000001,9398.0,4703.0,3642.0,192.0,816.0,28
Giresun,Güce,0.7223,0.1333,0.0967,0.0042,0.04340000000000002,3472.0,641.0,465.0,20.0,209.0,28
Giresun,Keşap,0.5390999999999999,0.2247,0.1757,0.0061,0.05440000000000001,7203.0,3002.0,2348.0,81.0,726.0,28
Giresun,Piraziz,0.5257999999999999,0.2899,0.1348,0.0076,0.042100000000000005,4522.0,2493.0,1159.0,65.0,362.0,28
Giresun,Şebinkarahisar,0.6046,0.1094,0.2265,0.0077,0.0519,7628.0,1380.0,2857.0,97.0,654.0,28
Giresun,Tirebolu,0.5354,0.1969,0.2145,0.0109,0.042599999999999985,10197.0,3751.0,4086.0,207.0,805.0,28
Giresun,Yağlıdere,0.6931999999999999,0.0788,0.16899999999999998,0.0051,0.05380000000000002,6725.0,764.0,1639.0,49.0,524.0,28
Gümüşhane,Gümüşhane,0.5690999999999999,0.0509,0.3144,0.0151,0.0503,41682.0,3727.0,23025.0,1109.0,3698.0,29
Gümüşhane,Kelkit,0.6451,0.041100000000000005,0.2557,0.0113,0.0467,11924.0,760.0,4726.0,208.0,866.0,29
Gümüşhane,Köse,0.6651,0.0073,0.2764,0.005600000000000001,0.04580000000000002,2363.0,26.0,982.0,20.0,162.0,29
Gümüşhane,Kürtün,0.645,0.034300000000000004,0.2671,0.0083,0.04519999999999999,4528.0,241.0,1875.0,58.0,318.0,29
Gümüşhane,Şiran,0.5314,0.08710000000000001,0.2993,0.0111,0.07110000000000002,4916.0,806.0,2769.0,103.0,657.0,29
Gümüşhane,Torul,0.5222,0.0565,0.3662,0.0072,0.0482,3478.0,376.0,2439.0,48.0,319.0,29
Hakkari,Çukurca,0.0702,0.03,0.0739,0.816,0.010300000000000005,451.0,193.0,475.0,5243.0,64.0,30
Hakkari,Hakkari,0.0859,0.0101,0.0248,0.8663,0.016599999999999997,12115.0,1425.0,3495.0,122162.0,2337.0,30
Hakkari,Şemdinli,0.2443,0.0117,0.0352,0.6753,0.04690000000000002,6876.0,328.0,990.0,19008.0,1323.0,30
Hakkari,Yüksekova,0.0338,0.0064,0.0147,0.9401,0.005200000000000002,2136.0,405.0,929.0,59323.0,336.0,30
Hatay,Altınözü,0.7031999999999999,0.16899999999999998,0.0818,0.0138,0.03380000000000001,20188.0,4853.0,2348.0,397.0,976.0,31
Hatay,Antakya,0.4786,0.3254,0.1236,0.0348,0.048100000000000025,90775.0,61711.0,23448.0,6605.0,9143.0,31
Hatay,Arsuz,0.1864,0.6753,0.062,0.0451,0.04640000000000001,8930.0,32348.0,2968.0,2162.0,2224.0,31
Hatay,Belen,0.4638000000000001,0.2239,0.25420000000000004,0.0183,0.0405,8540.0,4123.0,4680.0,337.0,747.0,31
Hatay,Defne,0.0421,0.7711,0.0137,0.1199,0.09340000000000002,3469.0,63587.0,1127.0,9884.0,7718.0,31
Hatay,Dörtyol,0.35340000000000005,0.1944,0.30670000000000003,0.1079,0.0383,23099.0,12708.0,20048.0,7051.0,2512.0,31
Hatay,Erzin,0.2699,0.2399,0.3064,0.1515,0.0334,6369.0,5662.0,7230.0,3574.0,784.0,31
Hatay,Hassa,0.6151,0.1062,0.1997,0.0172,0.0625,16559.0,2858.0,5377.0,463.0,1677.0,31
Hatay,İskenderun,0.3526,0.3602,0.17629999999999998,0.079,0.03530000000000002,49946.0,51014.0,24969.0,11183.0,5018.0,31
Hatay,Kırıkhan,0.6085,0.17679999999999998,0.1502,0.0319,0.0345,34798.0,10110.0,8591.0,1826.0,1987.0,31
Hatay,Kumlu,0.5204,0.2252,0.2061,0.0127,0.036000000000000004,3328.0,1440.0,1318.0,81.0,230.0,31
Hatay,Payas,0.3975,0.2191,0.2401,0.08839999999999999,0.0566,9082.0,5006.0,5487.0,2020.0,1296.0,31
Hatay,Reyhanlı,0.6296,0.1595,0.1362,0.024700000000000003,0.05430000000000002,24457.0,6197.0,5292.0,961.0,2111.0,31
Hatay,Samandağ,0.057,0.5816,0.016,0.1246,0.414,3561.0,36328.0,999.0,7783.0,25869.0,31
Hatay,Yayladağı,0.6304,0.1819,0.1404,0.0083,0.044400000000000016,9786.0,2824.0,2180.0,129.0,687.0,31
Iğdır,Aralık,0.1449,0.0527,0.1517,0.632,0.0188,1489.0,542.0,1559.0,6494.0,191.0,76
Iğdır,Iğdır,0.1085,0.0359,0.2708,0.5672999999999999,0.0174,10293.0,3409.0,25700.0,53844.0,1663.0,76
Iğdır,Karakoyunlu,0.08990000000000001,0.038,0.3262,0.5313,0.014399999999999996,660.0,279.0,2394.0,3900.0,107.0,76
Iğdır,Tuzluca,0.1127,0.0467,0.17079999999999998,0.6455,0.02410000000000001,1310.0,543.0,1986.0,7505.0,282.0,76
Isparta,Aksu,0.4428,0.32909999999999995,0.1612,0.0093,0.057700000000000015,1483.0,1102.0,540.0,31.0,193.0,32
Isparta,Atabey,0.4893,0.2075,0.2388,0.0199,0.0445,1846.0,783.0,901.0,75.0,168.0,32
Isparta,Eğirdir,0.4341,0.1969,0.3099,0.0122,0.0469,8922.0,4048.0,6369.0,251.0,964.0,32
Isparta,Gelendost,0.3471,0.3157,0.2812,0.0055000000000000005,0.0503,3588.0,3263.0,2907.0,57.0,521.0,32
Isparta,Gönen,0.3618,0.3683,0.2112,0.025,0.033500000000000016,1881.0,1915.0,1098.0,130.0,175.0,32
Isparta,Isparta,0.4411,0.2226,0.2706,0.0181,0.04770000000000002,114348.0,57712.0,70152.0,4680.0,12344.0,32
Isparta,Keçiborlu,0.414,0.2779,0.2564,0.0062,0.0452,4079.0,2738.0,2526.0,61.0,448.0,32
Isparta,Senirkent,0.4031,0.21,0.3435,0.0083,0.03520000000000001,3152.0,1642.0,2686.0,65.0,275.0,32
Isparta,Sütçüler,0.6807,0.0963,0.1508,0.0066,0.06550000000000003,5028.0,711.0,1114.0,49.0,484.0,32
Isparta,Şarkikaraağaç,0.4382,0.1898,0.3017,0.006999999999999999,0.06299999999999999,7156.0,3099.0,4927.0,115.0,1032.0,32
