il,ilce,AKP,CHP,MHP,HDP,OTHERS,AKPV,CHPV,MHPV,HDPV,OTHERSV,kod
Bursa,Büyükorhan,0.6275,0.125,0.1643,0.0078,0.07610000000000001,4738.0,944.0,1241.0,59.0,576.0,16
Bursa,Gemlik,0.3873,0.3372,0.1649,0.0553,0.0558,25324.0,22051.0,10786.0,3617.0,3641.0,16
Bursa,Gürsu,0.5523,0.15380000000000002,0.18420000000000009,0.0593,0.050700000000000016,23495.0,6541.0,7835.0,2522.0,2159.0,16
Bursa,Harmancık,0.4891,0.2222,0.20199999999999999,0.0071,0.0812,2346.0,1066.0,969.0,34.0,389.0,16
Bursa,İnegöl,0.5771000000000001,0.1369,0.1555,0.062,0.06849999999999998,84978.0,20165.0,22903.0,9136.0,10112.0,16
Bursa,İznik,0.4207,0.3015,0.1998,0.0143,0.0641,12067.0,8647.0,5731.0,410.0,1837.0,16
Bursa,Karacabey,0.35100000000000003,0.3126,0.2293,0.051,0.0566,18359.0,16349.0,11996.0,2668.0,2974.0,16
Bursa,Keles,0.5640999999999999,0.1638,0.18899999999999997,0.0044,0.07960000000000003,5167.0,1500.0,1731.0,40.0,728.0,16
Bursa,Kestel,0.4527000000000001,0.2583,0.1806,0.0561,0.05210000000000002,15706.0,8963.0,6267.0,1945.0,1827.0,16
Bursa,Mudanya,0.3148,0.4509,0.1648,0.0306,0.03910000000000001,17413.0,24942.0,9118.0,1691.0,2172.0,16
Bursa,Mustafakemalpaşa,0.4095,0.314,0.2083,0.0151,0.05370000000000002,27189.0,20850.0,13829.0,1005.0,3560.0,16
Bursa,Nilüfer,0.3223,0.4168,0.17579999999999998,0.0479,0.0377,77216.0,99863.0,42106.0,11476.0,9062.0,16
Bursa,Orhaneli,0.4784000000000001,0.1808,0.2637,0.0066,0.07100000000000001,7049.0,2665.0,3886.0,97.0,1047.0,16
Bursa,Orhangazi,0.4207,0.3165,0.1833,0.0264,0.0536,20906.0,15728.0,9107.0,1314.0,2664.0,16
Bursa,Osmangazi,0.441,0.2862,0.17670000000000002,0.0463,0.050200000000000015,226045.0,146688.0,90583.0,23753.0,25783.0,16
