PROV1NAME,SEATS83,SEATS87,SEATS91,SEATS95,SEATS99,SEATS02,SEATS07,SEATS11,VOTERSEATRATIO83,VOTERSEATRATIO87,VOTERSEATRATIO91,VOTERSEATRATIO95,VOTERSEATRATIO99,VOTERSEATRATIO02,VOTERSEATRATIO07,VOTERSEATRATIO11,BOXES83,REGISTER83,VOTE83,VALID83,ANAP83,HP83,MDP83,BGM83,ANAPP83,HPP83,MDPP83,BGMP83,TURNOUT83,EFFECTIVE83,COMPETITIVE83,DISPROP83,ANAPSEAT83,HPSEAT83,MDPSEAT83,BOXES87,REGISTER87,VOTE87,VALID87,ANAP87,SHP87,DYP87,DSP87,RP87,MCP87,IDP87,BGM87,ANAPP87,SHPP87,DYPP87,DSPP87,RPP87,MCPP87,IDPP87,BGMP87,TURNOUTP87,VOLATILITYP87,INCUMBENT87,EFFECTIVE87,COMPETITIVE87,DISPROP87,ANAPSEAT87,SHPSEAT87,DYPSEAT87,BOXES91,REGISTER91,VOTE91,VALID91,DYP91,ANAP91,SHP91,RP91,DSP91,SP91,BGM91,DYPP91,ANAPP91,SHPP91,RPP91,DSPP91,SPP91,BGMP91,TURNOUT91,VOLATILITY91,INCUMBENT91,EFFECTIVE91,COMPETITIVE91,DISPROP91,DYPSEAT91,ANAPSEAT91,SHPSEAT91,RPSEAT91,DSPSEAT91,BOXES95,REGISTER95,VOTE95,VALID95,RP95,DYP95,ANAP95,DSP95,CHP95,HADEP95,IP95,MHP95,MP95,YDH95,YDP95,YENI95,BGM95,RPP95,DYPP95,ANAPP95,DSPP95,CHPP95,HADEPP95,IPP95,MHPP95,MPP95,YDHP95,YDPP95,YENIP95,BGMP95,TURNOUT95,VOLATILITY95,INCUMBENT95,EFFECTIVE95,COMPETITIVE95,DISPROP95,RPSEAT95,DYPSEAT95,ANAPSEAT95,DSPSEAT95,CHPSEAT95,BOXES99,REGISTER99,VOTE99,VALID99,DSP99,MHP99,FP99,ANAP99,DYP99,BP99,BBP99,CHP99,DP99,DBP99,DTP99,DEPAR99,EMEP99,HADEP99,IP99,LDP99,MP99,ODP99,SIP99,YDP99,BGM99,DSPP99,MHPP99,FPP99,ANAPP99,DYPP99,BPP99,BBPP99,CHPP99,DPP99,DBPP99,DTPP99,DEPARP99,EMEPP99,HADEPP99,IPP99,LDPP99,MPP99,ODPP99,SIPP99,YDPP99,BGMP99,TURNOUT99,VOLATILITY99,INCUMBENT99,EFFECTIVE99,COMPETITIVE99,DISPROP99,DSPSEAT99,MHPSEAT99,FPSEAT99,ANAPSEAT99,DYPSEAT99,BGMSEAT99,BOXES02,REGISTER02,VOTE02,VALID02,AKP02,CHP02,ANAP02,BBP02,BTP02,DEHAP02,DSP02,DYP02,GP02,IP02,LDP02,MP02,MHP02,ODP02,SP02,TKP02,YP02,YTP02,BGM02,AKPP02,CHPP02,ANAPP02,BBPP02,BTPP02,DEHAPP02,DSPP02,DYPP02,GPP02,IPP02,LDPP02,MPP02,MHPP02,ODPP02,SPP02,TKPP02,YPP02,YTPP02,BGMP02,TURNOUT02,VOLATILITY02,INCUMBENT02,EFFECTIVE02,COMPETITIVE02,DISPROP02,AKPSEAT02,CHPSEAT02,BGMSEAT02,BOXES07,REGISTER07,VOTE07,VALID07,AKP07,CHP07,MHP07,DP07,GP07,SP07,BTP07,HYP07,IP07,ATP07,TKP07,ODP07,LDP07,EMEP07,BGM07,AKPP07,CHPP07,MHPP07,DPP07,GPP07,SPP07,BTPP07,HYPP07,IPP07,ATPP07,TKPP07,ODPP07,LDPP07,EMEPP07,BGMP07,DTPP07,NONDTPBGMP07,TURNOUT07,VOLATILITY07,INCUMBENT07,EFFECTIVE07,COMPETITIVE07,DISPROP07,AKPSEAT07,CHPSEAT07,MHPSEAT07,BDPSEAT07,BGMSEAT07,BOXES11,REGISTER11,VOTE11,VALID11,AKP11,DP11,CHP11,EP11,MP11,LDP11,SP11,HEPAR11,HAS11,MHP11,DYP11,TKP11,MMP11,BBP11,DSP11,BDP11,IPBGM11,NONBDPIPBGM11,BGM11,AKPP11,DPP11,CHPP11,EPP11,MPP11,LDPP11,SPP11,HEPARP11,HASP11,MHPP11,DYPP11,TKPP11,MMPP11,BBPP11,DSPP11,BDPP11,IPBGMP11,NONBDPBGMPP11,BGMP11,TURNOUT11P,VOLATILITY11,INCUMBENT11,EFFECTIVE11,COMPETITIVE11,DISPROP11,AKPSEAT11,CHPSEAT11,MHPSEAT11,BDPSEAT11
HATAY,7,9,8,10,10,10,10,10,47771,51794,67792,62200,69373,74695,78619,93425,1187,334399,305508,290228,99050,105570,85608,0,34.13,36.37,29.50,0.00,86.79,2.98,2.25,21.46,2,3,2,1553,466146,438925,428581,131832,140073,86113,28748,26002,13479,2214,120,30.76,32.68,20.09,6.71,6.07,3.15,0.52,0.03,91.94,36.56,-3.37,3.98,1.92,18.74,3,5,1,1830,542338,455349,444120,126148,85754,142246,61016,27361,1595,0,28.40,19.31,32.03,13.74,6.16,0.36,0.00,81.89,16.34,-11.45,4.11,3.62,28.38,3,0,5,0,0,2337,622004,539869,521558,96355,99922,75863,40312,114417,16513,1248,69100,3024,2250,1097,717,740,18.47,19.16,14.55,7.73,21.94,3.17,0.24,13.25,0.58,0.43,0.21,0.14,0.14,83.85,20.71,-19.34,6.07,2.78,12.02,2,2,2,1,3,3733,693725,604485,579569,80955,128387,70641,70627,66958,3067,6008,113384,2147,0,7491,578,895,14907,1084,1438,1237,7254,558,638,1314,13.97,22.15,12.19,12.19,11.55,0.53,1.04,19.56,0.37,0.00,1.29,0.10,0.15,2.57,0.19,0.25,0.21,1.25,0.10,0.11,0.23,83.54,17.31,5.17,6.62,2.59,17.56,2,3,2,2,1,0,2829,746949,584939,556844,166403,143792,30169,3175,2690,18767,7244,47557,31944,2787,588,1019,60643,1557,7972,940,2018,6758,20821,29.88,25.82,5.42,0.57,0.48,3.37,1.30,8.54,5.74,0.50,0.11,0.18,10.89,0.28,1.43,0.17,0.36,1.21,3.74,74.55,36.15,-30.70,5.42,4.06,25.25,5,5,0,2664,786191,650007,641468,261971,199838,107721,26433,15058,7278,2809,2045,2214,0,1373,776,0,0,13952,40.84,31.15,16.79,4.12,2.35,1.13,0.44,0.32,0.35,0.00,0.21,0.12,0.00,0.00,2.18,1.70,0.48,81.59,20.04,10.96,3.39,9.69,7.84,5,3,2,0,0,3482,934254,810847,795632,353616,4341,306498,1429,365,0,5941,1724,2960,100499,1085,690,571,3230,875,9087,0,2721,11808,44.44,0.55,38.52,0.18,0.05,0.00,0.75,0.22,0.37,12.63,0.14,0.09,0.07,0.41,0.11,1.14,0.00,0.34,1.48,85.16,11.75,3.61,2.76,5.92,4.62,5,4,1,0
IGDIR,,,,2,2,2,2,2,40519,48923,66796,32784,39499,43654,44852,54247,209,39171,34628,33362,15257,6991,9879,1235,45.73,20.95,29.61,3.70,85.17,2.92,16.12,17.18,0,0,0,264,53757,49715,48262,19189,15024,3757,6683,1755,1310,418,126,39.76,31.13,7.78,13.85,3.64,2.71,0.87,0.26,89.78,39.02,-5.97,3.54,8.63,22.39,0,0,0,301,65345,49571,48276,15733,9234,18825,1371,2805,308,0,32.59,19.13,38.99,2.84,5.81,0.64,0.00,73.88,32.51,-20.63,3.34,6.40,21.26,0,0,0,0,0,324,65568,51718,50167,4716,9922,2739,7134,3507,10863,104,7582,177,228,162,85,2948,9.40,19.78,5.46,14.22,6.99,21.65,0.21,15.11,0.35,0.45,0.32,0.17,5.88,76.51,36.77,-44.82,6.70,1.88,39.33,0,1,0,1,0,488,78998,64666,61268,2535,10416,7921,7382,4884,351,386,7603,204,88,377,84,69,18226,109,107,101,166,85,95,80,4.14,17.00,12.93,12.05,7.97,0.57,0.63,12.41,0.33,0.14,0.62,0.14,0.11,29.75,0.18,0.17,0.16,0.27,0.14,0.16,0.13,77.56,27.27,-2.88,5.81,12.75,43.18,0,1,1,0,0,0,426,87307,64038,61806,4015,9175,5085,322,211,20199,318,6123,468,165,67,171,8204,145,306,62,333,375,6062,6.50,14.84,8.23,0.52,0.34,32.68,0.51,9.91,0.76,0.27,0.11,0.28,13.27,0.23,0.50,0.10,0.54,0.61,9.81,70.79,17.55,-11.17,5.65,17.84,46.40,0,1,1,385,89703,65228,64585,18672,5401,9786,2757,121,179,410,199,78,307,376,68,56,0,26175,28.91,8.36,15.15,4.27,0.19,0.28,0.63,0.31,0.12,0.48,0.58,0.11,0.09,0.00,40.53,26.90,13.63,72.00,28.89,22.41,4.84,2.01,27.23,1,0,0,1,0,481,108494,82280,80816,22860,253,1374,0,53,24,173,78,290,27554,226,254,104,1222,914,25437,0,0,25437,28.29,0.31,1.70,0.00,0.07,0.03,0.21,0.10,0.36,34.09,0.28,0.31,0.13,1.51,1.13,31.48,0.00,0.00,31.48,74.49,25.62,-0.62,3.38,2.62,26.49,0,0,1,1
ISPARTA,4,4,4,5,4,5,5,4,39310,48939,54189,47027,60833,52395,54340,74542,625,157238,149414,134969,89377,26722,16816,2054,66.22,19.80,12.46,1.52,85.84,2.03,46.42,25.43,4,0,0,724,195756,188502,184179,35573,19572,110946,5486,6345,5176,1081,0,19.31,10.63,60.24,2.98,3.45,2.81,0.59,0.00,94.09,70.06,-46.91,2.41,40.92,32.37,0,0,4,781,216754,190236,185472,116115,22533,17694,22941,5408,781,0,62.61,12.15,9.54,12.37,2.92,0.42,0.00,85.57,11.71,-7.17,2.31,50.24,29.99,4,0,0,0,0,1007,235134,209110,202497,32638,81707,27963,8855,15323,1247,513,31798,914,557,704,278,0,16.12,40.35,13.81,4.37,7.57,0.62,0.25,15.70,0.45,0.28,0.35,0.14,0.00,86.12,23.78,-24.23,4.16,24.23,19.54,1,3,1,0,0,1377,243330,225830,215169,21279,63083,20607,36853,49769,0,3250,11787,659,0,1495,338,344,2345,541,707,722,804,258,326,0,9.89,29.32,9.58,17.13,23.13,0.00,1.51,5.48,0.31,0.00,0.69,0.16,0.16,1.09,0.25,0.33,0.34,0.37,0.12,0.15,0.00,88.43,25.74,9.53,5.23,6.19,18.94,0,2,0,1,1,0,1180,261973,225008,216728,90272,28570,7430,1650,1643,2370,1521,41056,9853,879,742,516,24950,351,2816,260,863,919,67,41.65,13.18,3.43,0.76,0.76,1.09,0.70,18.94,4.55,0.41,0.34,0.24,11.51,0.16,1.30,0.12,0.40,0.42,0.03,82.73,46.58,-40.69,4.10,22.71,31.99,4,1,0,1071,271698,240387,235836,103459,31456,55814,29004,3635,6766,1636,1415,1014,0,356,494,0,475,312,43.87,13.34,23.67,12.30,1.54,2.87,0.69,0.60,0.43,0.00,0.15,0.21,0.00,0.20,0.13,0.00,0.13,86.80,16.15,2.22,3.54,20.20,15.51,3,1,1,0,0,1259,298167,263442,256007,135435,3745,55594,530,263,119,3272,734,2620,48412,1247,246,256,2115,453,0,0,966,966,52.90,1.46,21.72,0.21,0.10,0.05,1.28,0.29,1.02,18.91,0.49,0.10,0.10,0.83,0.18,0.00,0.00,0.38,0.38,85.86,19.10,9.03,2.75,31.19,5.58,2,1,1,0
ISTANBUL,36,45,50,61,69,70,70,85,70160,78764,85311,85963,88910,102274,105804,110557,8090,2486660,2253081,2143396,977047,728656,424010,13683,45.58,34.00,19.78,0.64,86.20,2.76,11.59,28.85,17,13,6,10923,3484325,3124282,3057866,1216943,914015,358179,307745,210087,35774,12626,2497,39.80,29.89,11.71,10.06,6.87,1.17,0.41,0.08,87.76,30.23,-5.79,3.62,9.91,23.92,31,14,0,12935,4197473,3256544,3172092,591626,873453,599547,532521,560606,11782,2490,18.65,27.54,18.90,16.79,17.67,0.37,0.08,75.57,24.84,-12.26,4.86,8.63,30.40,5,33,5,4,3,18128,5243739,4319315,4170459,997935,641825,916512,764258,485551,151737,8223,154405,12652,19893,7879,4698,4891,23.93,15.39,21.98,18.33,11.64,3.64,0.20,3.70,0.30,0.48,0.19,0.11,0.12,79.53,12.31,-10.52,5.58,1.95,4.92,16,11,15,12,7,31848,6134811,5143911,4943756,1466438,498745,1052738,780518,268932,11927,50342,472385,11517,5255,14162,4291,7058,199388,6530,16613,5693,58713,4388,4578,3544,29.66,10.09,21.29,15.79,5.44,0.24,1.02,9.56,0.23,0.11,0.29,0.09,0.14,4.03,0.13,0.34,0.12,1.19,0.09,0.09,0.07,80.59,20.19,5.44,5.48,8.37,10.52,26,8,18,14,3,0,26835,7159151,5419062,5225026,1943776,1257330,238777,41359,25602,287953,59842,189373,429475,31552,21006,5664,263208,20735,197795,13251,92293,103071,2964,37.20,24.06,4.57,0.79,0.49,5.51,1.15,3.62,8.22,0.60,0.40,0.11,5.04,0.40,3.79,0.25,1.77,1.97,0.06,72.98,44.95,-44.79,4.66,13.14,22.13,43,27,0,24331,7406297,6072068,5766727,2604343,1556518,602093,177186,217089,175213,22081,22389,18471,17272,12418,0,3106,0,338548,45.16,26.99,10.44,3.07,3.76,3.04,0.38,0.39,0.32,0.30,0.22,0.00,0.05,0.00,5.87,3.50,2.37,77.86,15.88,7.96,3.41,18.17,9.24,39,22,7,2,0,32145,9397323,8132340,7960907,3931210,33122,2492910,0,14831,3364,129030,32740,57399,747666,2759,16626,4321,50023,19489,351515,46747,27155,425417,49.38,0.42,31.31,0.00,0.19,0.04,1.62,0.41,0.72,9.39,0.03,0.21,0.05,0.63,0.24,4.42,0.59,0.34,5.34,84.71,10.90,4.22,2.83,18.07,4.30,46,29,7,3
IZMIR,16,19,19,24,24,24,24,26,66694,75593,85816,80286,89624,100970,105335,111778,3606,1067107,1009444,961032,331690,357937,261709,9696,34.51,37.25,27.23,1.01,90.06,3.01,2.73,31.66,5,8,3,4741,1436266,1342730,1319412,472308,469367,206556,121559,30186,13009,6114,313,35.80,35.57,15.66,9.21,2.29,0.99,0.46,0.02,91.86,29.89,1.28,3.47,0.22,16.28,8,10,1,5570,1630510,1388824,1344984,370965,344047,329476,80297,207858,5853,6488,27.58,25.58,24.50,5.97,15.45,0.44,0.48,82.49,22.74,-10.22,4.37,2.00,17.97,7,8,4,0,0,7143,1926853,1666619,1602894,134964,382411,302148,391066,222264,58863,4430,90182,3438,5960,3887,1276,2005,8.42,23.86,18.85,24.40,13.87,3.67,0.28,5.63,0.21,0.37,0.24,0.08,0.13,83.19,17.61,-14.35,5.47,0.54,6.55,2,7,5,6,4,11841,2150970,1883179,1801968,725607,199597,88100,285115,172525,4980,10052,176066,5664,0,5944,1799,3420,78552,3496,8090,2806,26405,1916,1580,254,40.27,11.08,4.89,15.82,9.57,0.28,0.56,9.77,0.31,0.00,0.33,0.10,0.19,4.36,0.19,0.45,0.16,1.47,0.11,0.09,0.01,83.77,24.55,13.17,4.49,24.45,15.76,14,3,0,5,2,0,9382,2423285,1939885,1874819,321865,544862,78897,10796,5868,97067,30701,174838,328338,16201,6953,3108,146155,10722,15568,6060,16421,59674,725,17.17,29.06,4.21,0.58,0.31,5.18,1.64,9.33,17.51,0.86,0.37,0.17,7.80,0.57,0.83,0.32,0.88,3.18,0.04,77.37,51.79,-53.53,6.04,11.55,33.09,8,16,0,8601,2528035,2143619,2087908,636826,740269,289800,108359,156551,18420,9022,10905,12092,10155,4978,5055,2674,0,82802,30.50,35.46,13.88,5.19,7.50,0.88,0.43,0.52,0.58,0.49,0.24,0.24,0.13,0.00,3.97,3.00,0.97,82.59,22.61,13.33,4.04,4.95,11.39,9,11,4,0,0,10485,2906224,2567533,2513121,924281,18504,1097886,0,5457,1075,11386,17046,7589,283590,4163,4202,1829,8362,6954,61526,30355,28916,120797,36.78,0.74,43.69,0.00,0.22,0.04,0.45,0.68,0.30,11.28,0.17,0.17,0.07,0.33,0.28,2.45,1.21,1.15,4.81,86.47,16.34,6.28,2.94,6.91,6.85,11,13,2,0
KAHRAMANMARAS,6,7,7,8,9,8,8,8,40501,48433,58076,56430,54997,67702,71747,82072,1036,243005,220584,210635,102698,51626,53204,3107,48.76,24.51,25.26,1.48,86.68,2.76,23.50,26.67,3,1,2,1283,339031,316793,310111,91362,62491,70072,10028,42829,31009,2320,0,29.46,20.15,22.60,3.23,13.81,10.00,0.75,0.00,91.47,50.39,-19.30,4.79,6.87,23.86,4,1,2,1415,406535,329027,320866,82684,59336,60468,110637,6317,1424,0,25.77,18.49,18.85,34.48,1.97,0.44,0.00,78.93,24.29,-10.97,3.92,8.71,41.58,1,0,0,6,0,1811,451436,372483,364858,134331,60434,72368,9792,33813,9813,703,38253,1800,1074,1242,431,804,36.82,16.56,19.83,2.68,9.27,2.69,0.19,10.48,0.49,0.29,0.34,0.12,0.22,80.82,16.34,-18.78,4.48,16.98,13.27,4,1,2,0,1,2782,494971,431151,415268,24742,117042,95807,38579,73134,1453,15906,33067,0,0,1298,523,560,7300,962,1139,1359,1126,495,708,67,5.96,28.18,23.07,9.29,17.61,0.35,3.83,7.96,0.00,0.00,0.31,0.13,0.13,1.76,0.23,0.27,0.33,0.27,0.12,0.17,0.02,83.90,23.24,-6.96,5.43,5.11,11.70,0,3,3,1,2,0,2232,541615,407824,401577,216388,45123,19298,8967,1596,12830,3983,36163,8695,1493,514,791,34456,478,6774,380,1174,2474,0,53.88,11.24,4.81,2.23,0.40,3.19,0.99,9.01,2.17,0.37,0.13,0.20,8.58,0.12,1.69,0.09,0.29,0.62,0.00,74.14,39.78,-29.06,3.09,42.65,25.83,7,1,0,2093,573974,473530,469878,319534,46209,58226,20805,3217,6848,2889,2593,1455,0,1195,584,0,0,6323,68.00,9.83,12.39,4.43,0.68,1.46,0.61,0.55,0.31,0.00,0.25,0.12,0.00,0.00,1.35,0.50,0.85,81.86,19.16,14.12,2.04,55.61,6.33,6,1,1,0,0,2662,656579,569385,563484,391986,2941,64584,578,261,0,7374,769,5239,73151,850,414,524,11103,629,2921,0,110,3031,69.56,0.52,11.46,0.10,0.05,0.00,1.31,0.14,0.93,12.98,0.15,0.07,0.09,1.97,0.11,0.52,0.00,0.02,0.54,85.82,7.04,1.56,1.94,56.58,4.36,6,1,1,0
KARABUK,,,,3,3,3,3,2,57018,62394,72670,50537,49069,52270,50458,82103,497,106602,100678,95408,51064,23777,20567,0,53.52,24.92,21.56,0.00,89.50,2.53,28.60,24.69,0,0,0,548,131720,125538,121897,39172,14722,35897,19287,8693,3226,813,87,32.14,12.08,29.45,15.82,7.13,2.65,0.67,0.07,92.54,55.79,-21.39,4.25,2.69,25.37,0,0,0,593,142699,123346,119654,39498,26114,11144,22563,19729,606,0,33.01,21.82,9.31,18.86,16.49,0.51,0.00,83.85,16.46,-10.31,4.39,11.19,43.02,0,0,0,0,0,671,151610,130369,127167,27834,31686,20525,22802,8431,970,318,12702,652,531,548,168,0,21.89,24.92,16.14,17.93,6.63,0.76,0.25,9.99,0.51,0.42,0.43,0.13,0.00,83.88,15.39,-10.78,5.47,3.03,20.55,1,1,0,1,0,894,147208,134245,127238,24762,28142,17660,18135,21808,0,1981,8212,578,0,907,314,288,1505,362,961,448,618,268,289,0,19.46,22.12,13.88,14.25,17.14,0.00,1.56,6.45,0.45,0.00,0.71,0.25,0.23,1.18,0.28,0.76,0.35,0.49,0.21,0.23,0.00,86.43,16.36,0.36,6.23,2.66,22.62,1,1,0,0,1,0,744,156811,129670,126190,57026,13617,7834,1352,1901,1817,1762,17805,5959,631,555,403,8150,370,5143,237,763,865,0,45.19,10.79,6.21,1.07,1.51,1.44,1.40,14.11,4.72,0.50,0.44,0.32,6.46,0.29,4.08,0.19,0.60,0.69,0.00,80.47,46.20,-41.77,4.02,31.08,41.52,3,0,0,672,151375,131045,128865,70478,17524,17283,8075,2369,5305,2183,1217,611,1853,356,306,453,494,358,54.69,13.60,13.41,6.27,1.84,4.12,1.69,0.94,0.47,1.44,0.28,0.24,0.35,0.38,0.28,0.00,0.28,85.13,18.72,9.50,2.92,41.09,35.24,3,0,0,0,0,775,164205,145047,141782,82141,1815,26981,304,139,136,3381,342,2408,22074,428,194,149,833,457,0,0,0,0,57.93,1.28,19.03,0.21,0.10,0.10,2.38,0.24,1.70,15.57,0.30,0.14,0.11,0.59,0.32,0.00,0.00,0.00,0.00,86.34,12.19,3.24,2.52,38.90,34.53,2,0,0,0
KARAMAN,,,2,3,3,3,3,2,49870,61440,51951,39321,41955,43945,47467,79764,362,72108,66633,63167,32480,16670,12631,1386,51.42,26.39,20.00,2.19,87.60,2.67,25.03,28.85,0,0,0,395,90648,87220,84953,33868,18921,10986,6343,9814,4028,993,0,39.87,22.27,12.93,7.47,11.55,4.74,1.17,0.00,93.72,37.86,-11.55,4.06,17.59,37.50,0,0,0,474,103902,96815,94034,17175,19540,21336,27935,7525,523,0,18.26,20.78,22.69,29.71,8.00,0.56,0.00,90.50,25.00,-19.09,4.49,7.02,56.06,0,0,0,2,0,546,117964,108051,105823,35369,14617,13175,17665,10509,808,194,12073,543,377,344,149,0,33.42,13.81,12.45,16.69,9.93,0.76,0.18,11.41,0.51,0.36,0.33,0.14,0.00,89.71,24.68,-17.21,5.07,16.73,31.29,2,0,0,1,0,746,125865,117031,112031,18478,35372,22239,7165,12239,0,1864,10252,433,150,465,186,176,886,314,494,381,559,190,186,0,16.49,31.57,19.85,6.40,10.92,0.00,1.66,9.15,0.39,0.13,0.42,0.17,0.16,0.79,0.28,0.44,0.34,0.50,0.17,0.17,0.00,89.01,21.94,-5.84,5.23,11.72,18.93,1,1,1,0,0,0,625,131836,115572,112577,42994,20433,10609,1087,742,1411,1519,8532,3866,781,209,491,14828,552,3211,162,678,472,0,38.19,18.15,9.42,0.97,0.66,1.25,1.35,7.58,3.43,0.69,0.19,0.44,13.17,0.49,2.85,0.14,0.60,0.42,0.00,85.39,38.73,-30.52,4.69,20.04,26.34,2,1,0,586,142401,127702,126224,64779,19156,23542,8440,1436,3828,941,838,579,1424,242,288,318,299,114,51.32,15.18,18.65,6.69,1.14,3.03,0.75,0.66,0.46,1.13,0.19,0.23,0.25,0.24,0.09,0.00,0.09,88.64,19.32,13.13,3.06,32.67,19.23,2,0,1,0,0,707,159528,143603,140442,80455,835,26511,292,138,107,2707,351,1455,25642,312,165,169,994,309,0,0,0,0,57.29,0.59,18.88,0.21,0.10,0.08,1.93,0.25,1.04,18.26,0.22,0.12,0.12,0.71,0.22,0.00,0.00,0.00,0.00,88.04,10.67,5.97,2.51,38.41,35.50,2,0,0,0
KARS,6,6,5,4,3,3,3,3,40519,48923,66796,39489,53867,58883,56850,61787,628,140165,123634,118380,26484,41758,39409,11089,22.37,35.27,33.29,9.37,84.46,3.40,1.98,19.63,2,2,2,589,150487,133844,128350,51714,42223,9984,12173,6080,2381,1224,2571,40.29,32.90,7.78,9.48,4.74,1.86,0.95,2.00,85.29,42.88,17.92,3.46,7.39,23.70,4,2,0,645,170451,121041,117056,32891,21752,29967,10112,21646,688,0,28.10,18.58,25.60,8.64,18.49,0.59,0.00,68.67,33.82,-21.71,4.53,2.50,28.60,2,0,3,0,0,704,157954,118217,114483,23413,21104,14129,18721,10754,7772,259,13832,637,608,608,245,2401,20.45,18.43,12.34,16.35,9.39,6.79,0.23,12.08,0.56,0.53,0.53,0.21,2.10,72.48,27.08,-25.87,6.83,2.02,17.10,1,1,1,1,0,910,161601,131845,123521,20955,15866,12086,20184,14595,770,1443,10115,495,241,1172,309,368,21617,310,605,333,1421,262,373,0,16.96,12.84,9.78,16.34,11.82,0.62,1.17,8.19,0.40,0.20,0.95,0.25,0.30,17.50,0.25,0.49,0.27,1.15,0.21,0.30,0.00,76.44,20.15,5.56,7.50,0.54,28.20,1,1,0,1,0,0,827,176648,126085,120837,20831,20227,2657,733,864,23659,1227,12875,3719,507,184,258,14257,314,2795,228,559,1176,13767,17.24,16.74,2.20,0.61,0.72,19.58,1.02,10.65,3.08,0.42,0.15,0.21,11.80,0.26,2.31,0.19,0.46,0.97,11.39,68.41,35.45,-31.14,7.32,2.34,41.88,2,1,0,703,170551,125058,123402,50819,16499,24716,5023,1369,1624,986,759,449,825,675,189,184,0,19285,41.18,13.37,20.03,4.07,1.11,1.32,0.80,0.62,0.36,0.67,0.55,0.15,0.15,0.00,15.63,12.90,2.73,72.35,32.62,23.94,4.05,21.15,24.50,2,0,1,0,0,850,185361,146953,143791,61196,683,24009,0,205,65,630,178,935,24744,279,399,165,1647,1027,27620,0,9,27629,42.56,0.47,16.70,0.00,0.14,0.05,0.44,0.12,0.65,17.21,0.19,0.28,0.11,1.15,0.71,19.21,0.00,0.01,19.21,77.57,12.47,1.38,3.63,23.35,26.06,2,0,0,1
KASTAMONU,4,4,4,5,4,4,4,3,55659,63845,66709,51650,64257,66206,65455,89857,1337,222635,204414,196214,83086,41339,65550,6239,42.34,21.07,33.41,3.18,88.13,2.97,8.94,25.75,2,0,2,1389,255380,236811,230130,85060,37319,56828,28804,8500,10322,3044,253,36.96,16.22,24.69,12.52,3.69,4.49,1.32,0.11,90.11,46.71,-5.38,4.11,12.27,50.19,4,0,0,1431,266836,223727,215703,78100,55893,18099,28423,33148,2040,0,36.21,25.91,8.39,13.18,15.37,0.95,0.00,80.84,24.79,-11.05,4.06,10.30,25.02,2,2,0,0,0,1513,258250,220286,215124,23548,59311,40903,42322,12146,2677,816,26587,2447,2094,1768,505,0,10.95,27.57,19.01,19.67,5.65,1.24,0.38,12.36,1.14,0.97,0.82,0.23,0.00,83.30,16.55,-11.38,5.50,7.90,14.61,1,2,1,1,0,1781,257029,231491,221385,52149,50722,16546,33872,43054,0,2483,8487,0,0,1538,616,621,3303,646,4263,1031,813,593,588,59,23.56,22.91,7.47,15.30,19.45,0.00,1.12,3.83,0.00,0.00,0.69,0.28,0.28,1.49,0.29,1.93,0.47,0.37,0.27,0.27,0.03,86.13,17.83,0.86,5.65,0.64,10.26,1,1,0,1,1,0,1646,264823,217144,211096,65228,24076,17692,2258,1271,2906,5581,42786,11997,1069,984,1286,27720,592,2074,435,2031,1110,0,30.90,11.41,8.38,1.07,0.60,1.38,2.64,20.27,5.68,0.51,0.47,0.61,13.13,0.28,0.98,0.21,0.96,0.53,0.00,79.71,38.75,-37.61,5.60,10.63,37.61,3,1,0,1552,261818,226487,223147,110311,31170,38889,21916,4367,3802,2124,2644,1181,3450,607,521,1056,767,342,49.43,13.97,17.43,9.82,1.96,1.70,0.95,1.18,0.53,1.55,0.27,0.23,0.47,0.34,0.15,0.00,0.15,85.23,24.73,18.53,3.28,32.01,22.52,3,0,1,0,0,1682,269570,237994,233104,130136,3110,34168,541,395,281,1918,920,4014,53747,996,293,385,1183,1017,0,0,0,0,55.83,1.33,14.66,0.23,0.17,0.12,0.82,0.39,1.72,23.06,0.43,0.13,0.17,0.51,0.44,0.00,0.00,0.00,0.00,86.47,15.23,6.39,2.58,32.77,14.90,2,0,1,0
